run_id,experiment_name,model,report_note,hyperparameter_source,image_size,batch_size,num_workers,num_epochs_configured,epochs_ran,patience,min_delta,selection_metric,seed,val_size,use_stratified_split,device_mode,device_used,best_epoch,best_selection_score,best_val_loss_during_training,best_model_path,use_fundus_preprocessing,preprocessing_preset,preprocess_crop_threshold,preprocess_crop_padding,clahe_clip_limit,clahe_tile_grid_size,graham_blur_sigma,graham_blend_alpha,graham_blend_beta,graham_blend_gamma,sampling_strategy,use_weighted_sampler,use_augmentation,use_random_flip,use_random_rotation,use_color_jitter,use_random_resized_crop,use_random_erasing,random_rotation_degrees,random_resized_crop_scale,color_jitter_brightness,color_jitter_contrast,color_jitter_saturation,color_jitter_hue,random_erasing_p,loss_name,use_weighted_loss,focal_gamma,optimizer_name,learning_rate,weight_decay,momentum,use_lr_scheduler,lr_scheduler_factor,lr_scheduler_patience,min_lr,use_frozen_backbone,use_custom_classification_head,custom_head_hidden_dim,model_dropout,pretrained_weights,train_samples,val_samples,test_samples,elapsed_minutes,val_loss,val_accuracy,val_macro_f1,val_kappa,test_loss,test_accuracy,test_macro_f1,test_kappa,val_confusion_matrix_json,test_confusion_matrix_json,val_precision_class_0,val_recall_class_0,val_f1_class_0,val_support_class_0,val_precision_class_1,val_recall_class_1,val_f1_class_1,val_support_class_1,val_precision_class_2,val_recall_class_2,val_f1_class_2,val_support_class_2,val_precision_class_3,val_recall_class_3,val_f1_class_3,val_support_class_3,val_precision_class_4,val_recall_class_4,val_f1_class_4,val_support_class_4,val_macro_precision,val_macro_recall,val_weighted_precision,val_weighted_recall,val_weighted_f1,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_precision_class_2,test_recall_class_2,test_f1_class_2,test_support_class_2,test_precision_class_3,test_recall_class_3,test_f1_class_3,test_support_class_3,test_precision_class_4,test_recall_class_4,test_f1_class_4,test_support_class_4,test_macro_precision,test_macro_recall,test_weighted_precision,test_weighted_recall,test_weighted_f1
B2-5,B2_5_efficientnet_none_mild_aug_ce_finetune,efficientnet_b2,Follow-up to B2-4: no preprocessing + fine-tuning + mild augmentation.,follow_up_from_b2_4_best_test_macro_f1,384,4,2,60,33,12,0.0001,macro_f1,42,0.2,True,cpu,cpu,21,0.6575091575091575,0.9821916021496416,/kaggle/working/b2_5_best_efficientnet_b2.pth,True,none,10,16,2.0,"(8, 8)",10,4.0,-4.0,128,none,False,True,True,True,True,False,False,10,"(0.85, 1.0)",0.1,0.1,0.05,0.02,0.15,cross_entropy,False,2.0,adam,5e-05,0.0001,0.9,False,0.5,3,1e-06,False,True,256,0.2,EfficientNet_B2_Weights.IMAGENET1K_V1,330,83,103,116.11187720298767,0.9821916021496416,0.7228915662650602,0.6575091575091575,0.822617452095483,1.310186903887582,0.5631067961165048,0.49755698595798015,0.6929558951247565,"[[25, 2, 0, 0, 0], [2, 2, 0, 0, 0], [5, 3, 18, 0, 1], [0, 0, 6, 7, 2], [1, 0, 1, 0, 8]]","[[25, 5, 4, 0, 0], [3, 2, 0, 0, 0], [5, 3, 17, 5, 2], [2, 0, 6, 7, 4], [2, 0, 1, 3, 7]]",0.7575757575757576,0.9259259259259259,0.8333333333333334,27.0,0.2857142857142857,0.5,0.36363636363636365,4.0,0.72,0.6666666666666666,0.6923076923076923,27.0,1.0,0.4666666666666667,0.6363636363636364,15.0,0.7272727272727273,0.8,0.7619047619047619,10.0,0.6981125541125541,0.6718518518518518,0.7627726490377092,0.7228915662650602,0.7206187386910279,0.6756756756756757,0.7352941176470589,0.704225352112676,34.0,0.2,0.4,0.26666666666666666,5.0,0.6071428571428571,0.53125,0.5666666666666667,32.0,0.4666666666666667,0.3684210526315789,0.4117647058823529,19.0,0.5384615384615384,0.5384615384615384,0.5384615384615384,13.0,0.4975893475893476,0.5146853417480352,0.575419524934088,0.5631067961165048,0.5653772626239063
B2-6,B2_6_efficientnet_none_weighted_ce_finetune,efficientnet_b2,Follow-up to B2-4: no preprocessing + fine-tuning + weighted CE for imbalance.,follow_up_from_b2_4_best_test_macro_f1,384,4,2,60,33,12,0.0001,macro_f1,42,0.2,True,cpu,cpu,21,0.6290502070393375,0.9141438558518168,/kaggle/working/b2_6_best_efficientnet_b2.pth,True,none,10,16,2.0,"(8, 8)",10,4.0,-4.0,128,none,False,False,False,False,False,False,False,10,"(0.85, 1.0)",0.1,0.1,0.05,0.02,0.15,weighted_cross_entropy,True,2.0,adam,5e-05,0.0001,0.9,False,0.5,3,1e-06,False,True,256,0.2,EfficientNet_B2_Weights.IMAGENET1K_V1,330,83,103,113.9120755314827,0.9141438558518168,0.6867469879518072,0.6290502070393375,0.7940308517773307,1.5722588022935737,0.5728155339805825,0.48765047824424623,0.6463056875810156,"[[27, 0, 0, 0, 0], [2, 2, 0, 0, 0], [7, 1, 15, 2, 2], [0, 0, 4, 6, 5], [1, 0, 2, 0, 7]]","[[28, 3, 3, 0, 0], [4, 1, 0, 0, 0], [10, 0, 16, 0, 6], [1, 1, 8, 8, 1], [2, 0, 3, 2, 6]]",0.7297297297297297,1.0,0.84375,27.0,0.6666666666666666,0.5,0.5714285714285714,4.0,0.7142857142857143,0.5555555555555556,0.625,27.0,0.75,0.4,0.5217391304347826,15.0,0.5,0.7,0.5833333333333334,10.0,0.6721364221364221,0.631111111111111,0.6976516103022128,0.6867469879518072,0.669896199705655,0.6222222222222222,0.8235294117647058,0.7088607594936709,34.0,0.2,0.2,0.2,5.0,0.5333333333333333,0.5,0.5161290322580645,32.0,0.8,0.42105263157894735,0.5517241379310345,19.0,0.46153846153846156,0.46153846153846156,0.46153846153846156,13.0,0.5234188034188035,0.481224100976423,0.5866235167206041,0.5728155339805825,0.5640791599585682
