Group,Group Name,Group Note,Number of Signals,Signals,Strategy,Protocol,Fold,Epoch Selection Train Subjects,Validation Subject,Final Train Subjects,Test Subject,Late Weight - Waist Acceleration,Late Weight - Chest Acceleration,Late Weight - Left Ankle Acceleration,Late Weight - right Ankle Acceleration,Late Weight - left wrist Acceleration,Late Weight - right wrist Acceleration,Late Weight - EMG_magnitude_left,Late Weight - EMG_magnitude_right,Late Weight - left wrist electrodermal,Late Weight - right wrist electrodermal,Late Weight - left wrist Temperature,Late Weight - right wrist Temperature,Late Weight - Breath Frequency,Late Weight - Minute Ventilation,Late Weight - SpO2,Late Weight - Heart Rate,Late Fusion Bias,Best Epoch,Epoch Selection Trained Epochs,Epoch Selection Time Seconds,Final Training Time Seconds,Total Training Time Seconds,Number of Parameters,Epoch Selection Seed,Final Training Seed,Validation_Window_RMSE_W_kg,Validation_Window_MAE_W_kg,Validation_Window_R2_W_kg,Validation_Window_RMSE_kcal_min,Validation_Window_MAE_kcal_min,Validation_Window_R2_kcal_min,Validation_Segment_RMSE_W_kg,Validation_Segment_MAE_W_kg,Validation_Segment_R2_W_kg,Validation_Segment_RMSE_kcal_min,Validation_Segment_MAE_kcal_min,Validation_Segment_R2_kcal_min,Test_Window_RMSE_W_kg,Test_Window_MAE_W_kg,Test_Window_R2_W_kg,Test_Window_RMSE_kcal_min,Test_Window_MAE_kcal_min,Test_Window_R2_kcal_min,Test_Segment_RMSE_W_kg,Test_Segment_MAE_W_kg,Test_Segment_R2_W_kg,Test_Segment_RMSE_kcal_min,Test_Segment_MAE_kcal_min,Test_Segment_R2_kcal_min,Source_File
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,1,"[3, 4, 5, 6, 7, 8, 9, 10]",2,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",1,,,,,,,,,,,,,,,,,,24,36,287.1067624092102,218.01283192634585,505.119594335556,148545,1052,101052,1.1503517649487602,0.9178789854049684,0.86849045753479,1.0473589561390884,0.8356998562812805,0.86849045753479,1.076457406327784,0.8827961683273315,0.8850286602973938,0.9800805162907692,0.8037581443786621,0.8850286602973938,2.928995849345956,2.344212055206299,-0.4221187829971313,2.666758406571044,2.134330987930298,-0.4221190214157104,2.8808611957091705,2.326875686645508,-0.3757611513137817,2.62293316444822,2.118546724319458,-0.3757610321044922,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,2,"[1, 4, 5, 6, 7, 8, 9, 10]",3,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",2,,,,,,,,,,,,,,,,,,6,18,165.67236733436584,84.86938881874084,250.5417561531067,148545,1062,101062,1.3862158064757115,1.1487714052200315,0.804681658744812,1.4153712838958037,1.1729328632354736,0.804681658744812,1.337006169358416,1.1134788990020752,0.8183028697967529,1.3651267078823153,1.136898159980774,0.8183028101921082,1.7284611407814905,1.3705523014068604,0.7030965089797974,1.5737093344987585,1.2478445768356323,0.7030965089797974,1.71473370244576,1.367157220840454,0.7082645297050476,1.561210939821251,1.2447534799575806,0.7082644701004028,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,3,"[1, 2, 5, 6, 7, 8, 9, 10]",4,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",3,,,,,,,,,,,,,,,,,,12,24,207.4748787879944,130.25558757781982,337.7304663658142,148545,1072,101072,1.146827815277953,0.8942668437957764,0.861243486404419,1.1188148437120853,0.8724231719970703,0.861243486404419,1.0316677981130613,0.849056601524353,0.8877111077308655,1.006467883291691,0.8283171653747559,0.8877111077308655,1.4806978154181585,1.164629578590393,0.7771492004394531,1.5118404211321763,1.1891244649887085,0.7771492004394531,1.321390377877204,1.0776515007019043,0.8225224018096924,1.349182370506598,1.1003172397613523,0.8225224018096924,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,4,"[1, 2, 3, 6, 7, 8, 9, 10]",5,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",4,,,,,,,,,,,,,,,,,,25,37,299.39970684051514,230.51867413520813,529.9183809757233,148545,1082,101082,1.637990089051162,1.0855605602264404,0.732996940612793,1.5979796737457168,1.0590441226959229,0.7329970002174377,1.581369596037128,1.009219527244568,0.7505460381507874,1.542742362496018,0.9845678210258484,0.7505460381507874,1.255050992271712,0.9051786661148072,0.8338196277618408,1.2243945162952232,0.883068323135376,0.8338196277618408,1.2042850994928882,0.8583343625068665,0.8469914793968201,1.1748687650561978,0.837368369102478,0.8469914197921753,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,5,"[1, 2, 3, 4, 7, 8, 9, 10]",6,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",5,,,,,,,,,,,,,,,,,,26,38,308.10569167137146,240.4801528453827,548.5858445167542,148545,1092,101092,1.9394585954141443,1.6331385374069214,0.5993159413337708,1.8920845514038889,1.5932466983795166,0.5993160009384155,1.9061995953008812,1.6212762594223022,0.6129404902458191,1.8596379070178943,1.581674337387085,0.6129405498504639,1.723144392887498,1.272064208984375,0.7045139074325562,1.6810539897120806,1.240992307662964,0.7045140266418457,1.6532338587897222,1.2367159128189087,0.727358341217041,1.6128511386582431,1.206507444381714,0.7273584008216858,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,6,"[1, 2, 3, 4, 5, 8, 9, 10]",7,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",6,,,,,,,,,,,,,,,,,,21,33,276.93549060821533,204.2672483921051,481.2027390003204,148545,1102,101102,1.4377598734931032,1.090309739112854,0.84624183177948,1.963655632077832,1.4891170263290403,0.8462417721748352,1.2672208450012958,1.0301644802093506,0.8805543780326843,1.7307379450782523,1.4069722890853882,0.8805543184280396,2.050339075284602,1.687535047531128,0.552191436290741,2.000256641134235,1.64631450176239,0.5521913766860962,2.018437397377022,1.6690595149993896,0.5660181045532227,1.9691342781084171,1.6282905340194702,0.5660181045532227,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,7,"[1, 2, 3, 4, 5, 6, 9, 10]",8,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",7,,,,,,,,,,,,,,,,,,15,27,234.3889627456665,155.0016267299652,389.3905894756317,148545,1112,101112,0.862101961975998,0.6839504241943359,0.8923118710517883,0.812980289820896,0.6449796557426453,0.8923118710517883,0.7519910134022021,0.6269129514694214,0.9180638194084167,0.709143250374275,0.5911920666694641,0.9180638194084167,1.7567315741219105,1.3867329359054563,0.7704504728317261,2.399298994684396,1.893964171409607,0.7704504728317261,1.6453479904303032,1.3358770608901978,0.7986363172531128,2.2471739717303625,1.824506402015686,0.7986363172531128,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,8,"[1, 2, 3, 4, 5, 6, 7, 10]",9,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",8,,,,,,,,,,,,,,,,,,13,25,216.19866371154785,138.94466972351074,355.1433334350586,148545,1122,101122,1.3941385266477142,1.0316520929336548,0.8020221590995789,1.378077833618464,1.0197672843933103,0.8020221590995789,1.3294581286036988,0.9778812527656556,0.819966197013855,1.3141426978206323,0.966616153717041,0.8199661374092102,1.4254455171126217,1.2152217626571655,0.7055906057357788,1.344225111958171,1.1459797620773315,0.705590546131134,1.3799269143391404,1.1881722211837769,0.7240930199623108,1.3013002202349748,1.1204713582992554,0.724092960357666,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,9,"[1, 2, 3, 4, 5, 6, 7, 8]",10,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",9,,,,,,,,,,,,,,,,,,7,19,176.8357515335083,92.8340711593628,269.6698226928711,148545,1132,101132,1.0357814987810716,0.8897843360900879,0.7455266118049622,0.8622435810561362,0.7407072186470032,0.7455266118049622,0.9825503680492844,0.8805955052375793,0.7702128291130066,0.8179308877979226,0.7330578565597534,0.7702128291130066,1.41186804179942,1.0713865756988523,0.7969546914100647,1.3956032273900028,1.0590441226959229,0.7969546318054199,1.3601412312720866,1.0031802654266355,0.8115601539611816,1.3444724247957158,0.9916236996650696,0.8115600347518921,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",intermediate_fusion,two_stage_8_train_1_validation_then_9_train_1_test,10,"[2, 3, 4, 5, 6, 7, 8, 9]",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",10,,,,,,,,,,,,,,,,,,2,14,144.53780269622803,56.61151623725891,201.1493189334869,148545,1142,101142,1.3221612210097682,1.0998464822769165,0.7102208137512207,1.2037860491020131,1.001375436782837,0.7102208137512207,1.3102372055200555,1.0910131931304932,0.7154240608215332,1.1929295541535954,0.993332862854004,0.7154240608215332,1.8438141375232129,1.2868285179138184,0.1936188340187072,1.5348960908394005,1.071229338645935,0.1936187744140625,1.839056603901113,1.2844887971878052,0.1949806213378906,1.530935605529373,1.0692814588546753,0.194980502128601,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",late_fusion,two_stage_8_train_1_validation_then_9_train_1_test,1,"[3, 4, 5, 6, 7, 8, 9, 10]",2,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",1,0.1604875028133392,0.171541228890419,0.1419169902801513,0.1392145454883575,0.1537024527788162,0.1455399394035339,0.1582704335451126,0.1576643735170364,,,,,,,,,0.0351123213768005,7,19,179.10915803909302,97.57512354850768,276.6842815876007,140561,2052,102052,1.589243482637866,1.2430800199508667,0.7489981651306152,1.4469559681855553,1.1317851543426514,0.7489981651306152,1.5636764674961443,1.2222285270690918,0.757400631904602,1.4236782502673924,1.1128005981445312,0.7574005126953125,2.612989925459993,2.334536075592041,-0.1318107843399047,2.379045053325635,2.125521421432495,-0.1318110227584839,2.577448623248785,2.334535837173462,-0.1012309789657592,2.3466857833878376,2.125521421432495,-0.1012310981750488,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",late_fusion,two_stage_8_train_1_validation_then_9_train_1_test,2,"[1, 4, 5, 6, 7, 8, 9, 10]",3,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",2,0.1622321456670761,0.1631204336881637,0.1470401287078857,0.1355594992637634,0.1616980284452438,0.1484536081552505,0.153230220079422,0.1494477838277816,,,,,,,,,0.0461502335965633,17,29,252.08597946166992,171.49287748336792,423.5788569450378,140561,2062,102062,1.268028614184629,1.065351486206055,0.8365671038627625,1.294698244234879,1.0877584218978882,0.8365671634674072,1.0891624153091204,0.9422458410263062,0.8794224262237549,1.1120700605469152,0.9620636105537416,0.8794224262237549,1.9852417982599988,1.537946701049805,0.6083276271820068,1.807499993563028,1.400252103805542,0.6083276867866516,1.949509654382955,1.5284950733184814,0.6229085922241211,1.7749670213671345,1.3916465044021606,0.6229085326194763,phase_d_fusion_fold_results_1_3.csv
G1,Local,All accelerations plus both EMG magnitude signals.,8,"[""Waist Acceleration"", ""Chest Acceleration"", ""Left Ankle Acceleration"", ""right Ankle Acceleration"", ""left wrist Acceleration"", ""right wrist Acceleration"", ""EMG_magnitude_left"", ""EMG_magnitude_right""]",late_fusion,two_stage_8_train_1_validation_then_9_train_1_test,3,"[1, 2, 5, 6, 7, 8, 9, 10]",4,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",3,0.1777129620313644,0.1522475183010101,0.1425234377384185,0.1443115025758743,0.1657797396183014,0.1440209150314331,0.1549024134874344,0.1429482549428939,,,,,,,,,0.0502015873789787,18,30,250.9829785823822,186.24421095848083,437.22718954086304,140561,2072,102072,1.36781170355861,0.9738591909408568,0.802617073059082,1.3344009218221906,0.9500712752342224,0.8026170134544373,1.2980215221113705,0.9034061431884766,0.8222454190254211,1.2663154131759482,0.8813391923904419,0.8222454190254211,1.483492940538129,1.239207148551941,0.7763070464134216,1.5146944000924367,1.2652705907821655,0.7763070464134216,1.374474988754917,1.1796973943710327,0.807976245880127,1.40338359735196,1.2045094966888428,0.8079761862754822,phase_d_fusion_fold_results_1_3.csv
